id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,ai_explanation
96,下列何者最適合預防motion sickness?,Ondansetron,Hyoscine,Dexamethasone,Aprepitant,B,Hyoscine(即Scopolamine)為M 膽鹼受體拮抗劑(atropine 類似物)，臨床上常做成耳後貼片作用在前庭系統，最適合預防動暈症(Motion sickness),藥理學V1 消化系統藥理學I 林凡立,Hyoscine（又名Scopolamine）是一種M膽鹼受體拮抗劑，廣泛用於預防動暈症（motion sickness）。其作用機制是通過抑制前庭系統的M膽鹼受體，減少由於運動引起的噁心和嘔吐。Hyoscine通常以耳後貼片的形式給藥，這樣可以持續釋放藥物，提供長效的防護。這種給藥方式不僅方便，還能有效減少患者在旅行或其他運動情況下的噁心感。相對於其他選項，Hyoscine在預防動暈症方面的效果是獨特且有效的。
97,Infliximab 的主要作用機轉為：,抑制IL-5,抑制integrin,中和TNF-α,阻斷JAK,C,Infliximab 是一種單株抗體，機轉為中和可溶性或膜結合型的TNF-α，進而抑制下游的發炎反應，主要用於治療中重度發炎性腸道疾病(IBD),藥理學V2 消化系統藥理學 II 林凡立,Infliximab 是一種針對腫瘤壞死因子α (TNF-α) 的單克隆抗體，主要用於治療自體免疫疾病，如克隆病和潰瘍性結腸炎。TNF-α 是一種促進發炎的細胞因子，與多種炎症性疾病的發展有關。Infliximab 通過中和 TNF-α，減少其在體內的活性，從而降低發炎反應，改善病人的症狀和生活質量。這種藥物的使用已被證實能有效減少腸道的炎症，並促進腸道的癒合。
98,Tofacitinib 的作用機轉為：,抑制 JAK signaling,抑制 TNF-α,阻斷 integrin,活化 glucocorticoid receptor,A,Tofacitinib 是一種口服的 JAK 抑制劑(Janus kinase inhibitor)，主要藉由阻斷 JAK 分子來抑制下游的細胞激素發炎訊號，常用於潰瘍性結腸炎或類風濕性關節炎,藥理學 V2 消化系統藥理學 II 林凡立,Tofacitinib 是一種口服的 Janus kinase (JAK) 抑制劑，主要用於治療類風濕性關節炎和潰瘍性結腸炎等自體免疫疾病。JAK 是一類細胞內酶，參與細胞因子信號傳導，對於調控免疫反應至關重要。Tofacitinib 通過抑制 JAK 的活性，減少細胞因子信號的傳遞，從而降低炎症反應，改善病人的症狀。這種藥物的使用使得許多患者能夠在不使用傳統免疫抑制劑的情況下獲得良好的治療效果。
99,Teduglutide 的主要作用機轉為：,GLP-1 agonist,NK1 antagonist,FXR agonist,GLP-2 analog,D,Teduglutide 是一種 GLP-2 類似物(Glucagon-like peptide-2 analog)，能促進腸道上皮細胞生長與修復,藥理學 V2 消化系統藥理學 II 林凡立,Teduglutide 是一種 GLP-2 類似物，主要用於治療短腸症候群等腸道吸收不良的疾病。GLP-2 是一種腸道激素，能促進腸道上皮細胞的生長和修復，從而改善腸道的功能和吸收能力。Teduglutide 的使用可以顯著提高短腸症候群患者的生活質量，減少對靜脈營養的依賴，並促進腸道的自我修復。
100,一位 24 歲男性因急性發燒、全身無力與茶色尿就醫。生化檢查顯示 ALT 1850 U/L，血清學結果為：Anti-HAV IgM (+)、Anti-HAV IgG (-)、HBsAg (-)。追問病史，他兩週前曾在外食時食用生滾海鮮粥。關於此患者的疾病進程與臨床意義，下列敘述何者最正確？,此疾病極易發展為慢性肝炎，應立即給予抗病毒藥物治療,患者糞便中的排毒高峰期通常出現在黃疸症狀最明顯的時候,應建議患者的同住家人或密切接觸者，若未具備抗體，應儘速接種A 肝疫苗或注射免疫球蛋白,該患者預後極差，高達10%的機率會演變成暴發性肝衰竭(Fulminant hepatic failure),C,同住密切接觸者若無抗體，應在暴露後 2 週內儘速接受暴露後預防(接種 A 肝疫苗或注射免疫球蛋白),消化學 V1 病毒性肝炎 I 張庭遠,這位患者的檢查結果顯示他感染了 A 型肝炎病毒 (HAV)，並且目前處於急性感染階段。A 型肝炎通常不會發展為慢性肝炎，且其主要的傳播途徑為糞口途徑。患者的同住家人或密切接觸者若未具備抗體，應儘速接種 A 肝疫苗或注射免疫球蛋白，以預防感染。這種預防措施在暴露後 2 週內進行效果最佳。患者的預後通常良好，大多數人能完全康復，暴發性肝衰竭的風險相對較低。
101,在評估 A 型肝炎(HAV)的免疫狀態時，血清學抗體的判讀至關重要。若一位臨床醫師的體檢報告顯示：Anti-HAV IgM (-)、Anti-HAV IgG (+)，下列對此結果的合理解釋何者正確？,患者目前正處於急性感染的潛伏期，尚未出現臨床症狀,患者過去曾感染過 HAV 或已接種過 A 肝疫苗，目前具備長期的免疫保護力,患者屬於慢性 A 型肝炎帶原者，需定期追蹤肝功能指標（AFP）,這代表抗體發生了交叉反應（Cross-reactivity），需加做 HAV RNA 以確診,B,Anti-HAV IgM 陰性表示目前「沒有急性感染」；Anti-HAV IgG 陽性表示「有保護性抗體」。這代表患者過去曾感染並已痊癒，或是施打過疫苗獲得了免疫力,消化學 V1 病毒性肝炎 I 張庭遠,該患者的檢查結果顯示 Anti-HAV IgM 陰性和 Anti-HAV IgG 陽性，這表明患者目前並未處於急性感染階段。Anti-HAV IgG 的陽性結果表示患者過去曾感染 A 型肝炎病毒或已接種過 A 肝疫苗，並且目前具備長期的免疫保護力。這種免疫狀態對於未來的 A 型肝炎感染提供了保護，並且不需要進一步的治療或干預。
102,一位 55 歲女性在常規健檢中發現 Anti-HCV (+)，進一步檢測其血清 HCV RNA 檢驗結果為5.4×10^5，ALT 65 U/L。腹部超音波顯示輕度脂肪肝，無明顯硬化微兆。根據現行 C 型肝炎治療指引，下列醫療建議何者最適當？,因 ALT 僅輕度上升且無肝硬化，應採取觀察追蹤，暫不建議抗病毒治療,應立即安排肝臟切片檢查(Liver biopsy)以確立基因型，否則無法處方藥物,建議處方全基因型口服抗病毒藥物(Pan-genotypic DAA)治療，目標是達到持續病毒學反應(SVR12),處方長效型干擾素(Pegylated interferon)聯合雷巴威林(Ribavirin)作為首選的第一線療法,C,目前 C 肝主流就是直接使用全基因型口服抗病毒藥物（Pan-genotypic DAA），成功治癒指標為治癒後 12 週測不到病毒(SVR12),消化學 V1 病毒性肝炎 I 張庭遠,這位患者的檢查結果顯示她感染了 C 型肝炎病毒 (HCV)，並且目前的 ALT 僅輕度上升。根據現行的 C 型肝炎治療指引，對於 HCV RNA 陽性且 ALT 輕度上升的患者，應儘早開始抗病毒治療。全基因型口服抗病毒藥物（Pan-genotypic DAA）是目前的治療主流，能有效治療各種基因型的 HCV，並且目標是達到持續病毒學反應 (SVR12)，即在治療後 12 週內測不到病毒。這種治療方式不僅能提高治癒率，還能減少肝臟損傷的風險。
103,C 型肝炎病毒(HCV)高度的基因變異性是其特徵之一，這也是導致疫苗研發困難的主要原因。關於 HCV 的病毒學與致病機轉，下列敘述何者正確？,HCV 的RNA 聚合酶(RNA-dependent RNA polymerase)缺乏校對(Proofreading)功能，導致複製時極易發生突變,HCV 與 HBV 類似，其病毒基因組會整合進宿主細胞的 DNA 中，造成持續性感染為慢性肝炎,急性感染 HCV 後，約有80%的患者能靠自身免疫力完全清除病毒，僅少數演變為慢性肝炎,Anti-HCV 是一種強效的保護性中和抗體，陽性代表患者對 C 肝已具備終身免疫,A,HCV 的 RNA 聚合酶缺乏校對功能，因此病毒在複製時突變率極高，形成準種(Quasispecies)，這也是為什麼目前做不出 C 肝疫苗的原因,消化學 V1 病毒性肝炎 I 張庭遠,C 型肝炎病毒 (HCV) 的高度基因變異性主要源於其 RNA 聚合酶缺乏校對功能，這使得病毒在複製過程中容易產生突變，形成多種準種 (quasispecies)。這種變異性使得 HCV 能夠逃避宿主的免疫系統，並且是疫苗研發困難的主要原因之一。相較於其他病毒，HCV 的變異性使得疫苗的設計和開發變得複雜，因為疫苗需要針對多種變異株進行有效的免疫反應。
104,一位28 歲懷孕32 週的孕婦，近期從東南亞旅遊返國後，出現嚴重黃疸、噁心、嘔吐以及凝血功能異常(PT prolong)，實驗室檢查排除HAV、HBV、HCV 感染，最終確診為E 型肝炎(HEV)急性感染，關於此案例的臨床特點，下列敘述何者最需引起醫療團隊的警惕?,HEV 在孕婦中極易引發暴發性肝衰竭(Fulminant hepatic failure)，第三孕期孕婦的病死率可高達20%,該孕婦產下的胎兒絕對不會受到垂直感染，不需對新生兒進行任何評估,HEV 主要是透過輸入不潔的血液製品傳播，應全面清查醫院血庫,此疾病在所有年齡層與族群中的致死率皆與懷孕婦女相同,A,HEV 在孕婦中極易引發暴發性肝衰竭，第三孕期孕婦的病死率可高達20%,消化學V1 病毒性肝炎 I 張庭遠,E 型肝炎病毒 (HEV) 在孕婦中具有特別的危險性，尤其是在懷孕的第三孕期，可能導致暴發性肝衰竭，病死率可高達 20%。這是因為孕婦的免疫系統在懷孕期間會有所改變，可能使她們對 HEV 感染的抵抗力降低。因此，醫療團隊在面對懷孕婦女的 HEV 感染時，必須特別謹慎，及早進行監測和干預，以降低母體和胎兒的風險。
105,近年來臨床研究發現，E 型肝炎(HEV)在特定宿主群體中可能會演變成慢性感染，這改變了過去認為HEV 僅會導致急性肝炎的觀點，下列哪一種群體在感染HEV後，最容易發展為慢性E 型肝炎?,接受器官移植並長期服用免疫抑制劑的患者,兒童及青少年等免疫系統發育未完全者,曾接種過B 型肝炎疫苗的成年人,無規律運動習慣且合併有代謝症候群的肥胖患者,A,免疫不全患者(如接受器官移植且長期服用免疫抑制劑者)感染HEV 後，有較高風險發展為慢性E 型肝炎,消化學V1 病毒性肝炎 I 張庭遠,在特定的宿主群體中，E 型肝炎病毒 (HEV) 感染後可能會演變為慢性感染，尤其是免疫抑制患者，如接受器官移植並長期服用免疫抑制劑的患者。這些患者的免疫系統受到抑制，無法有效清除病毒，從而增加了慢性感染的風險。因此，對於這類患者，醫療團隊應加強監測和管理，以防止慢性 E 型肝炎的發展。
106,"一位68 歲有中風史的女性因腹痛，腹漲及噁心，在孫子陪伴下就診，當徵得病患同意進行腹部理學檢查時，以下的敘述哪些較不適當?
1.請患者平躺，掀開衣服以露出腹部，雙手置於胸前，雙膝彎曲踩在床上
2.為保護病患隱私，請孫子在外面等候，僅醫師與患者在診間進行檢查即可
3.理學檢查的步驟以視(inspection)，聽(auscultation)，叩(percussion)，觸
(palpation)依序進行
4.進行觸診時，從最疼痛的地方開始",13,24,14,23,B,,臨床技能消化學V0 消化系統病史詢問、腹部理學檢查與糞便檢查結果判讀 胡晃鳴,
107,續上題，主治醫師發現患者腹部脹大，且扣診時發現肚臍附近都是tympanic 的聲音，主治醫師請你評估是否有腹水，以下步驟何者正確?,將手放在肚子正中間，往下壓，再瞬間放開，看肚子震動時會不會疼痛,請患者吐氣後，把手放在右上腹肋骨下緣，再請患者吸氣,左手掌放在患者的右側腹部上緊貼著，右手則在患者左側腹部彈動，製造波動，看左手掌是否感覺到波動,自肚臍開始進行扣診並往右邊腹部移動，紀錄聲音改變的位置，再請患者向左側躺，從右腹部開始扣診並往肚臍移動，再次紀錄聲音改變的情形,D,此為反彈痛的測試，用於評估腹膜炎，這是評估腹水的正確步驟。,臨床技能消化學V1 消化系統病史詢問、腹部理學檢查與糞便檢查結果判讀 胡晃鳴,在評估腹水的過程中，正確的檢查步驟至關重要。選項D描述的步驟是進行腹部扣診的標準方法，通過從肚臍開始向右側移動，並記錄聲音的變化，可以有效地評估腹水的存在。這種方法能夠幫助醫師判斷腹腔內是否有液體積聚，因為液體的存在會改變腹部的聲音特徵。其他選項雖然涉及腹部檢查，但並不適合用於評估腹水的情況，因此選擇D作為正確答案是合理的。
108,續上題，在腹部理學檢查過程中，病患有嘔吐情形，且嘔吐物中有咖啡色液體，主治醫師先讓病患側臥以避免嗆到，請你協助放置鼻胃管以避免病患持續嘔吐而嗆到，放置鼻胃管相關細節，下列何者錯誤?,將床頭抬高30～60 度，請病患回到仰臥姿勢,測量鼻孔到肚臍的距離，再加上8-10 公分，作為鼻胃管放入長度的參考,鼻胃管前端朝下，管子的彎度順著鼻孔的底部慢慢插入，到達鼻咽時可請病人同時做吞嚥動作，之後持續插入至預定的長度,確定鼻胃管位置是否正確時，先用灌食空針回抽看看是否有胃內容物被抽出來；之後打入少量空氣，同時在胃部用聽診器聽診，如能聽到氣泡音，即表示位置正確,B,鼻胃管正確測量長度應為到劍突末端的距離再加上8-10 公分，或鼻孔到耳垂，再延伸至劍突。,臨床技能消化學V1 消化系統病史詢問、腹部理學檢查與糞便檢查結果判讀 胡晃鳴,放置鼻胃管是一項重要的臨床技能，正確的測量長度對於確保管子能夠正確放置至胃部至關重要。選項B所述的測量方法不正確，因為鼻胃管的放置長度應根據鼻孔到耳垂的距離加上延伸至劍突的長度來確定，而不是鼻孔到肚臍的距離。這樣的測量可以確保鼻胃管能夠正確地進入胃部，避免誤入氣管或其他部位，從而降低併發症的風險。其他選項均為正確的操作步驟，強調了在放置鼻胃管時的注意事項。
109,一位53 歲男性，拿著健檢時做的糞便篩檢(iFOBT)陽性的報告來門診，經詢問病史，患者排便習慣沒有改變，但有時糞便很硬有肛門疼痛的情形，且有痔瘡流血病史；收糞便檢體前兩天有吃麻辣鍋及豬血糕，無大腸癌的家族史，請問以下敘述，你覺得何者較適當?,iFOBT 陽性應該是食物影響，此次檢查結果不準,iFOBT 陽性可能是痔瘡流血，需再次糞便篩檢以確認結果正確性,iFOBT 告訴我們糞便中有血，建議安排大腸鏡檢查，找出可能的出血點,iFOBT 陽性就代表有大腸癌或大腸息肉，建議一定要做大腸鏡,C,iFOBT 為免疫化學糞便潛血檢查，專一性檢測人類血紅素，不受動物血液(如豬血糕)或辛辣食物干擾。,臨床技能消化學V1 消化系統病史詢問、腹部理學檢查與糞便檢查結果判讀 胡晃鳴,糞便潛血檢查(iFOBT)是一種重要的篩檢工具，用於檢測糞便中的血液，這可能是消化道出血的指標。選項C是正確的，因為iFOBT陽性結果顯示糞便中有血，這需要進一步的檢查，如大腸鏡檢查，以確定出血的來源。儘管患者有痔瘡病史，但iFOBT的陽性結果不應僅僅歸因於痔瘡，因為這可能掩蓋其他潛在的病理情況，如大腸癌或息肉。選項A和B的觀點過於簡化，未能充分考慮到潛在的健康風險，而選項D則過於絕對化，未考慮到其他可能性。
