id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,category,teacher,ai_explanation
60,"有關術前闌尾切除傳統開腹式手術的定位準備,下列敘述何者為非?","(A)若術前 McBurney's point 為陽性,在打開右下腹壁後,預期在傷口下翻找,可以發現病灶","(B)若術前 Obturator sign 為陽性,在打開右下腹壁後,要嘗試往骨盆腔方向翻找病灶。","(C)若術前 Psoas sign為陽性,在打開右下腹壁後,要嘗試往 Cecum 後側翻找病灶。","(D)在此極地特殊環境,雖為傳統手術,但要盡可能縮小傷口範圍,以利止血並降低傷口感染機率。",送分,本題經學生提出申覆後判定送分。在傳統開腹開放式手術中，過度盲目地縮小手術切口會嚴重壓縮手術視野（Surgical field）並大幅拉高觸覺盲操的複雜度與危險性，尤其是在無專業助手协助的自體手術環境下。,急性闌尾炎、大腸傷害及腸系膜疾病,陳彥成,"📖 chatGPT 學長背景知識

在術前評估闌尾切除手術時，醫師會根據不同的體徵來判斷病灶位置。以下是各選項的核心觀念：

- 『McBurney's point』：位於右下腹，若陽性，通常在此區域可找到『闌尾』病灶。
- 『Obturator sign』：陽性表示可能有『骨盆腔』內的病變，開腹後需向骨盆腔方向尋找。
- 『Psoas sign』：陽性通常指示『腎臟』或『腸道』後側的病變，開腹後應向『Cecum』後側尋找。
- 傷口範圍：在特殊環境下，儘管是傳統手術，仍需『縮小傷口範圍』以降低『感染』風險。

綜合以上，選項 (A) 的敘述是正確的，因為在 McBurney's point 附近尋找病灶是合理的。而選項 (C) 的描述在術後尋找病灶的方向不夠精確，因為 Psoas sign 陽性時，應更著重於腎臟後側的病變，而非僅僅是 Cecum 後側。因此，選項 (C) 為非。"
61,"極地醫生術中發現闌尾腫脹破裂,周邊合併些許骯髒膿水,雖然順利的移除了發炎病灶,關於術後照護處置,下列何者較不適當?","(A)泡製抗生素生理食鹽水,針對病灶周圍腹腔做灌洗。","(B)在腹腔內放置引流管,引流殘餘膿水避免形成膿瘍。","(C)關閉腹部傷口時,逐層縫合腹壁及皮下組織,並使用可吸收的線材搭配美容針法緊密閉合皮膚,減少張力避免傷口開裂,也維持美觀。","(D)以抗生素生理食鹽水灌洗傷口,並在皮下埋入引流管,引流傷口滲液,避免皮膚下膿瘍發生。",C,在闌尾已穿孔且腹腔嚴重污染（汙染性/骯髒傷口）的極端受限狀況下，外科照護核心原則是防範嚴重化膿性感染與殘留膿瘍。此時不應一線使用美容針法緊密縫合皮膚，以免將細菌鎖在皮下引發惡性蜂窩性組織炎或敗血症。,急性闌尾炎、大腸傷害及腸系膜疾病,陳彥成,"📖 chatGPT 學長背景知識  
在極地醫學中，對於術後照護的處置至關重要，尤其是在處理闌尾炎手術後的併發症時。以下是術後照護的核心觀念：

- 『抗生素』使用：術後感染風險高，應適當使用抗生素以預防感染。
- 『引流』措施：若有膿水或滲液，放置引流管可有效避免膿瘍形成。
- 『傷口縫合』技術：逐層縫合可減少張力，降低傷口開裂風險，並維持美觀。

在選項中，選擇(D)的做法不適當。雖然使用抗生素生理食鹽水灌洗傷口可以清潔，但在皮下埋入引流管的做法並不理想。引流管應放置於腹腔內以引流膿水，而非皮下，因為這樣可能導致皮膚下的滲液無法有效排出，增加膿瘍風險。因此，選擇(D)的處置方式在臨床上不符合最佳實踐。"
62,"下列有關腹部超音波影像特徵的描述,何者為非?","(A)在超音波檢查中,肝囊泡(liver simple cyst)在影像上呈現為「黑色」(無回音區, anechoic)且伴隨後方增強(posterior enhancement)現象","(B)在腹部超音波檢查中,一位病人的肝臟病灶呈現「中央疤痕(central scar)」的影像特徵,病灶為實質性(solid),最可能的診斷為局灶性結節性增生(Focal nodular hyperplasia, FNH)","(C)一位患有右心衰竭無肝硬化的病人肝功能異常,接受腹部超音波檢查,發現下腔靜脈(IVC)及肝靜脈(HV)擴張,最支持鬱血性肝病(congestive liver)的診斷",(D)瀰漫型肝癌(Diffuse type hepatocellular carcinoma)在明顯肝硬化的背景下很容易診斷與區別,D,瀰漫型肝癌（Diffuse type HCC）其邊界模糊極不清晰，在原本就有粗糙、高回音且結節滿布的嚴重肝硬化背景下，影像上「非常困難」被直接界定與區分。,消化系超音波學,王志文,"📖 chatGPT 學長背景知識

在腹部超音波檢查中，影像特徵的解讀對於診斷至關重要。以下是各選項的核心觀念：

- 肝囊泡在超音波中呈現『無回音區』，並伴隨『後方增強』現象，這是正常的影像特徵。
- 『中央疤痕』的影像特徵通常與『局灶性結節性增生』(FNH)相關，但需注意其實質性病灶的鑑別診斷。
- 右心衰竭可導致『下腔靜脈』及『肝靜脈』擴張，這是『鬱血性肝病』的典型表現。
- 瀰漫型肝癌在『明顯肝硬化』的背景下，因為肝臟結構的改變，診斷上可能會變得困難，特別是與其他病變的區別。

綜合上述，選項D的描述不正確，因為在明顯肝硬化的背景下，瀰漫型肝癌的診斷與區別實際上是具有挑戰性的，並非容易診斷。這使得選項D為本題的正確答案。"
63,"下列有關超音波影像描述與診斷配對,何者正確?",(A)膽囊腺肌增生症(adenomyomatosis) 常見 comet tail sign 與 Rokitansky-Aschoff sinus 相關。Porcelain gallbladder 會呈現高回音弧形結構伴隨後方增強,"(B)Segment VII 是位於右葉後上方(Right posterior superior);在超音波檢查中,若發現病灶靠近膽囊,最有可能侵犯 Segment V。","(C)慢性胰臟炎在超音波上通常顯示胰臟腫大且呈低回音,急性胰臟炎的超音波影像總是顯示鈣化與主胰管擴張",(D)B-mode 是利用連續波(continuous wave)產生多普勒圖像的模式。混響假影(reverberation artifact) 空氣反覆反射聲波形成多重回音與髒亂陰影。,B,(B)正確，解剖學上靠近膽囊床（Gallbladder fossa）的肝臟微細分區為 Segment V。(A)瓷質膽囊（Porcelain GB）壁內佈滿鈣化，超音波下會阻擋聲波，後方會形成強烈的「聲影（Acoustic shadow）」，而非後方增強。(C)配對前後顛倒，急性胰臟炎多為瀰漫腫大與低回音；慢性胰臟炎才會看到鈣化點與胰管擴張。(D)B-mode (Brightness mode) 是亮度調變二維黑白實時顯像模式。,消化系超音波學,王志文,"📖 chatGPT 學長背景知識  
在超音波影像學中，正確理解各種影像特徵及其臨床意義至關重要。以下是對題目中各選項的綜合解析：

- 『膽囊腺肌增生症』常見的『comet tail sign』確實與『Rokitansky-Aschoff sinus』有關，但『Porcelain gallbladder』的描述不完全正確，因其影像特徵為高回音且伴隨後方增強。
- 『Segment VII』位於肝臟的右葉後上方，若病灶靠近膽囊，最有可能侵犯『Segment V』，這一點是正確的。
- 『慢性胰臟炎』在超音波上通常顯示『胰臟腫大』且呈『低回音』，而『急性胰臟炎』的影像不一定總是顯示『鈣化』與『主胰管擴張』，因此此選項不正確。
- 『B-mode』是利用『反射波』生成靜態影像，而非『連續波』，且『混響假影』是由『空氣』反射聲波所造成的影像干擾。

綜合以上分析，選項B是正確的，因為它準確描述了肝臟分段及其與膽囊的關係。"
64,下列何項檢查提供了有關疾病「代謝(Metabolism)」與解剖構造的訊息?,(A)X光,(B)電腦斷層,(C)磁振造影,(D)氟-18去氧葡萄糖(FDG)正子射出斷層掃描,D,氟-18去氧葡萄糖（18F-FDG）正子射出斷層掃描（PET），能經由腫瘤對葡萄糖的高局部攝取率，同步提供人體病灶內精確的「細胞糖類代謝活躍度」與解剖學構造交疊資訊。,消化系統(肝膽胰)放射線學,郭禹廷,"📖 chatGPT 學長背景知識  
在醫學影像學中，不同的檢查技術提供了不同類型的資訊，特別是在評估『代謝』與『解剖構造』方面。

- **X光**：主要用於檢查骨骼結構，對於軟組織或代謝活動的評估有限。
- **電腦斷層(CT)**：雖然能提供詳細的解剖結構影像，但對於代謝活動的評估仍然不足。
- **磁振造影(MRI)**：優於軟組織成像，但主要聚焦於解剖結構，對於代謝功能的直接評估不如其他技術。
- **氟-18去氧葡萄糖(FDG)正子射出斷層掃描(PET)**：這是一種結合了代謝與解剖資訊的檢查。FDG是一種放射性標記的葡萄糖類似物，能夠被活躍的細胞吸收，特別是代謝活躍的腫瘤細胞。此技術不僅提供解剖結構的影像，還能顯示細胞的『代謝』活動，對於癌症診斷及其他代謝性疾病的評估尤為重要。

因此，正確答案為(D)氟-18去氧葡萄糖(FDG)正子射出斷層掃描，因為它同時提供了有關『代謝』與『解剖構造』的訊息。"
65,"門診懷疑肝膽系統疾病,最常使用的「第一項」影像檢查是下列何者?",(A)磁振造影,(B)電腦斷層,(C)超音波,(D)腹部X光,C,在肝膽胰外科與內科門診中，評估肝膽疾病的第一線首選最核心影像檢查永遠是「腹部超音波（Ultrasonography）」，其具備非侵入性、無輻射、高經濟效益且能清晰分辨水囊與實質腫瘤之特質。,消化系統(肝膽胰)放射線學,郭禹廷,"📖 chatGPT 學長背景知識  
在門診中，對於懷疑的『肝膽系統疾病』，影像檢查是診斷的重要工具。以下是選擇影像檢查時的核心觀念：

- 『超音波』檢查是非侵入性且無輻射的影像技術，能有效評估肝臟、膽囊及周圍結構的病變。
- 超音波能夠清楚顯示『肝臟腫瘤』、『膽結石』、『膽囊炎』等常見病變，並且操作簡便，適合在門診環境中進行。
- 相較之下，『電腦斷層』(CT)雖然提供更詳細的影像，但通常用於更複雜的情況，且涉及輻射暴露。
- 『磁振造影』(MRI)雖然在某些肝膽疾病的診斷中具有優勢，但其成本較高且不如超音波普及。
- 『腹部X光』對於肝膽系統的評估能力有限，主要用於排除其他病因。

綜合以上因素，超音波檢查因其『安全性』、『有效性』及『便利性』，成為門診懷疑肝膽系統疾病時最常使用的第一項影像檢查。選擇C為正確答案。"
66,"新生兒懷疑膽道閉鎖,「並不常」使用下列何項檢查?",(A)磁振造影,(B)超音波,(C)電腦斷層,(D)核醫膽道閃爍攝影,C,評估新生兒膽道閉鎖常用超音波（看三角徵）、核醫膽道閃爍攝影（HIDA scan 看核種是否能進腸道）及MRCP（磁振膽道造影）。而電腦斷層（CT）對於嬰兒膽道微細纖維化病變診斷價值極低，且伴隨不必要的輻射暴露，故常規上「不屬於」常用診斷工具。,消化系統(肝膽胰)放射線學,郭禹廷,"📖 chatGPT 學長背景知識  
新生兒膽道閉鎖是一種嚴重的肝膽系統疾病，早期診斷對於改善預後至關重要。常用的影像學檢查包括超音波、磁振造影（MRI）和核醫膽道閃爍攝影。這些檢查各有其優缺點，適用於不同的臨床情境。

核心觀念：  
- 『超音波』：是新生兒膽道閉鎖的首選檢查，因為其無創、便捷且能有效評估膽道的結構。  
- 『磁振造影』：對於確診膽道閉鎖有助益，特別是在超音波結果不明確時。  
- 『核醫膽道閃爍攝影』：可用於評估膽道的功能，並且在某些情況下提供額外資訊。  
- 『電腦斷層』：雖然能提供詳細的解剖結構影像，但由於其輻射風險及對新生兒的影響，並不常用於膽道閉鎖的初步評估。

綜合以上分析，選項(C)『電腦斷層』在新生兒膽道閉鎖的診斷中並不常使用，因為其輻射風險及不必要的侵入性使其不適合於這一人群。"
67,下列何者並非肝臟血管瘤的典型表現?,(A)動態掃描呈現向心型顯影(centripetal enhancement),(B)MRI T2 高訊號強度,(C)超音波高回音病灶並伴隨後方聲波加強,(D)動脈相高顯影、門脈相比周圍肝臟低顯影,D,(D)「動脈期快速高顯影（Wash-in）、門脈期與延遲期迅速減退變黑且比周圍正常肝組織低回音（Wash-out）」是極經典的「肝細胞癌（HCC）」影像學大魔王死穴特徵。血管瘤在動態CT/MRI下的典型特徵是周邊結節狀向心型填充顯影（Centripetal filling）。,消化系統(肝膽胰)放射線學,郭禹廷,"📖 chatGPT 學長背景知識  
肝臟血管瘤是最常見的良性肝臟腫瘤，通常在影像學檢查中呈現特徵性的表現。以下是肝臟血管瘤的典型影像學特徵：

- 『動態掃描』：肝臟血管瘤在動態掃描中通常呈現『向心型顯影』(centripetal enhancement)，即在注射造影劑後，腫瘤中心逐漸增強。
- 『MRI T2 高訊號強度』：在MRI檢查中，肝臟血管瘤常表現為『高訊號強度』，這是由於其豐富的血管成分。
- 『超音波高回音病灶』：超音波檢查中，肝臟血管瘤通常顯示為『高回音病灶』，並伴隨『後方聲波加強』，這是因為腫瘤內部的血流動態。

然而，選項(D)提到的『動脈相高顯影、門脈相比周圍肝臟低顯影』並不是肝臟血管瘤的典型表現。肝臟血管瘤在動脈相應該是高顯影，但在門脈相時，通常不會顯示出明顯的低顯影。因此，選項(D)是正確答案，並非肝臟血管瘤的典型表現。"
68,在消化系統血管/非血管介入性放射線學影像中，順著深度深入肝內並與十二指腸消化道相通的管道，此箭頭所指的構造是什麼管道?,(A)肝動脈 Hepatic artery,(B)肝門靜脈 Hepatic portal vein,(C)肝管 Hepatic duct,(D)肝靜脈 Hepatic vein,C,影像上顯影結構由肝內微細管道逐步匯聚，最終向下跨越並流入小腸/十二指腸管腔內，此生理防線解剖構造必然為負責引流膽汁的「肝管/膽管（Hepatic duct）」。,消化系統介入性放射線學,石明誠,"📖 chatGPT 學長背景知識

在消化系統的解剖中，肝臟與十二指腸之間的連結主要透過『肝管』進行。肝管是肝臟內部的膽汁排出通道，負責將肝臟合成的膽汁運送至膽囊及十二指腸，參與脂肪的消化與吸收。

肝臟的血液供應主要來自『肝動脈』和『肝門靜脈』。肝動脈供應氧氣豐富的血液，而肝門靜脈則負責將來自腸道的營養血液帶入肝臟。相對而言，『肝靜脈』則是將肝臟的血液排出，並不與消化道直接相通。

在影像學中，若箭頭指向的是一條深入肝內並與十二指腸相通的管道，這明確指向『肝管』，因為它是唯一一條與消化道直接相關的管道，負責膽汁的輸送。因此，正確答案為(C)肝管。"
69,"在做影像導引切片（Imaging-guided biopsy）時,需要避開哪些組織或器官以防範嚴重併發症?",(A)血管 Vessels,(B)膽囊 Gallbladder,(C)胰臟 Pancreas,(D)以上構造均須避開 All of the above should be avoided.,D,執行穿刺切片路徑設計的最核心鐵律為「路徑最短、跨越最少關鍵危險構造」。戳到大血管會引發不可收拾的內出血；戳穿膽囊會引發膽汁性腹膜炎；穿透胰臟則會引發壞死性胰液滲漏胰臟炎。故以上構造均需嚴格避開。,消化系統介入性放射線學,石明誠,"📖 chatGPT 學長背景知識

在進行『影像導引切片』時，選擇正確的切片位置至關重要，以避免潛在的併發症。以下是需要特別注意的幾個組織或器官：

- 『血管』：切片過程中若不慎損傷血管，可能導致『出血』或『血腫』，嚴重者甚至可能引發『休克』。
- 『膽囊』：膽囊的損傷可能導致『膽汁外漏』，引發『腹膜炎』或『膽囊炎』等併發症。
- 『胰臟』：胰臟的損傷可能導致『胰腺炎』，這是一種潛在的危險狀況，可能需要住院治療。

因此，在影像導引切片過程中，醫師必須仔細評估影像，確保避開上述所有結構，以降低併發症的風險。選擇正確的切片位置和技術對於患者的安全至關重要。因此，正確答案為(D)以上構造均須避開。"
70,"下列有關肝臟移植術前的評估及術後的照顧,何者正確?","(A)成功的活體肝臟移植,在技術上有四大考量 adequate graft volume、sufficient inflow、good outflow secure bile duct anastomosis.","(B)對活體肝臟捐贈者而言,若有 steatohepatitis,但剩餘肝臟容積大於30% standard liver volume,仍建議其可捐贈右肝葉。","(C)肝臟移植術後,輸血血品必須 irradiation,主要是為了避免cytomegalovirus 的感染。","(D)在移植前評估時,意外發現病人有 renal cell carcinoma,則其應被排除在肝臟移植等候者名單。",A,(A)正確，此為 LDLT 技術成功的四大黃金支柱。(B)捐贈者一旦確認患有脂肪肝炎（Steatohepatitis），不論容積多大一律列為活體捐贈禁忌。(C)Irradiation（放射線照射血品）的核心目的是為了消滅非特異性免疫T細胞，防範發生致命的移植物抗宿主疾病（TA-GvHD）及預防 EBV 相關淋巴增生疾病。(D)Incidental renal cell carcinoma 經特定評估判定後，不影響肝移植資格。,肝臟移植,張文燦,"📖 chatGPT 學長背景知識  
肝臟移植是一項複雜的手術，涉及多方面的評估與術後照顧。成功的移植需要考量多個技術要素。

在活體肝臟移植中，『成功的移植』需確保『適當的移植物體積』、『充足的血流進入』、『良好的血流排出』及『安全的膽管吻合』。這些因素對於移植後的功能恢復至關重要。對於活體捐贈者，若存在『脂肪性肝炎』，但剩餘肝臟容積大於30%標準肝臟容積，仍需謹慎評估其捐贈的風險。術後，輸血血品的『輻射』處理主要是為了降低『巨細胞病毒』感染的風險，這是術後照顧的重要一環。至於腎細胞癌的發現，根據目前的標準，這樣的病人應被排除在移植名單之外，以避免潛在的腫瘤轉移風險。

綜合以上，選項(A)所述的四大考量是正確的，並且是成功肝臟移植的關鍵要素。"
71,"下列有關活體肝臟移植(LDLT)優先分配與適應症基準的敘述,何者正確?","(A)C型肝炎男性病人,有三顆大小分別為4.0cm, 2.0cm, 3.0cm的肝細胞癌,沒有血管侵犯與遠端轉移,則其可接受活體肝臟移植。","(B)52歲病人在接受肝臟移植後第三天發生 portal vein stenosis,則病人有資格列入 status 1 waiting list.","(C)因為 bile duct epithelium cell 沒有ABO血型的antigen,所以血型不相容的LDLT的膽道併發症發生率,較血型相容的LDLT為低。","(D)12歲(含)以下或18歲(含)以下且40公斤(含)以下之腦死捐贈者,優先分配給18歲(含)以下等候者",D,(D)正確，符合台灣器官移植等候與器官分配大原則之兒童/青少年相對因素優先權。(A)依據 UCSF 多發肝癌標準，總直徑和必須「小於或等於 8cm」；該患者總和為 4+2+3=9cm，已超出規範。(B)移植後14天內發生「肝動脈栓塞（HAT）」才符合 Status 1 等級資格。(C)膽管上皮細胞「富含」ABO血型抗原，因此血型不相容移植其後續膽道壞死狹窄併發症機率顯著增高。,肝臟移植,張文燦,"📖 chatGPT 學長背景知識  
活體肝臟移植（LDLT）是一種重要的肝臟移植方式，適應症及分配基準需遵循嚴格的醫療標準。以下是相關的核心觀念：

- 『肝細胞癌』的適應症：根據『Milan criteria』，若病人符合無血管侵犯及遠端轉移的條件，則可考慮移植。
- 『portal vein stenosis』的發生：術後並發症如門靜脈狹窄，通常不會使病人自動列入『status 1 waiting list』，因為這是針對急需移植的病人。
- 『膽道併發症』：膽道上皮細胞不表達ABO血型抗原，這使得血型不相容的LDLT在膽道併發症的發生率上並不一定較低。
- 『優先分配』：根據規定，12歲（含）以下或18歲（含）以下且40公斤（含）以下的腦死捐贈者，應優先分配給18歲（含）以下的等候者，以確保小兒患者的需求。

綜合以上觀點，選項D的敘述正確，符合目前的臨床實踐與倫理考量。"
72,"下列有關胰臟炎生理機制與處置的敘述,何者正確?",(A)膽道結石是慢性胰臟炎之常見主要致病因素之一,"(B)診斷慢性胰臟炎,病人血清脂解酶(lipase)和澱粉酶(amylase)數值要至少高於正常2倍以上","(C)secretin 負責刺激胰臟分泌富含電解質之胰液,cholecystokinin (CCK)負責刺激胰臟分泌富含消化酶之胰液",(D)膽道結石導致之胰臟炎均需及早接受經內視鏡逆行性膽管與胰管攝影術(ERCP)檢查,C,(C)正確，此為胃腸道生理學經典核心。(A)膽道結石是引發「急性胰臟炎」的元凶，慢性胰臟炎的主因是長期酗酒或基因突變。(B)慢性胰臟炎後期由於細胞大量萎縮纖維化，發作時酶類（Amylase/Lipase）往往在正常範圍或僅有輕微浮動。(D)只有在結石造成持續性總膽管阻塞、合併急性膽管炎敗血症時，才需在24小時內安排緊急ERCP。,胰臟炎,林子堯,"📖 chatGPT 學長背景知識  
胰臟炎是胰臟的炎症，分為急性與慢性兩種，常見的致病因素包括『膽道結石』、酗酒、藥物等。慢性胰臟炎的診斷通常不依賴於血清『脂解酶』或『澱粉酶』的數值，因為這些酶在慢性期可能不會顯著升高。『secretin』主要刺激胰臟分泌富含『電解質』的胰液，而『cholecystokinin (CCK)』則促進胰臟分泌富含『消化酶』的胰液，這一點在生理機制中非常重要。對於因『膽道結石』引起的胰臟炎，經內視鏡逆行性膽管與胰管攝影術（ERCP）是重要的診斷及治療手段，但並非所有病例都需及早進行此檢查。因此，正確的選項為(C)，因為它準確描述了胰臟分泌的生理機制。"
73,"下列有關特殊胰臟疾患與實驗室數據指標的敘述,何者正確?","(A)第一型自體免疫性胰臟炎(AIP)之病人其抽血之IgG 4值在正常上限2倍以上,最常見之主要臨床表徵為腹痛,治療以類固醇為主","(B)慢性胰臟炎病人如出現脂肪痢(steatorrhea)代表其胰臟外分泌機能可能只剩下不到正常之10%,對已出現脂肪痢之病人,如需使用制酸劑來抑制胃酸時應選擇使用含鎂或鈣之制酸劑",(C)腎衰竭病人其血清澱粉酶(amylase)與脂解酶(lipase)之測定值即使在無急性胰臟炎時仍可能高於正常值範圍,(D)病人出現胰臟偽囊腫(pseudocyst)均須及早進行引流以避免感染或破裂,C,(C)正確，由於體內血清澱粉酶與脂解酶主要經由腎臟排泄清除，當發生嚴重腎衰竭尿毒症時，即使全無胰臟發炎，這兩項數值仍會因為清除率下降而出現基礎值假性升高的現象。(A)AIP最核心臨床表現為「無痛性阻塞性黃疸」，易與胰頭癌混淆。(B)出現脂肪痢應絕對避免使用含鎂或鈣之制酸劑，以免其與游離脂肪酸結合，干擾補充之胰脂酶（PERT）作用。,胰臟炎,林子堯,"📖 chatGPT 學長背景知識  
特殊胰臟疾患的診斷與管理需依賴實驗室數據及臨床表徵。以下是各選項的核心觀念：

- 第一型自體免疫性胰臟炎（AIP）患者的『IgG4』水平通常會顯著升高，且治療以『類固醇』為主，但腹痛並非唯一的主要臨床表徵。
- 慢性胰臟炎患者出現『脂肪痢』（steatorrhea）通常表示胰臟外分泌功能已大幅下降，使用制酸劑時應謹慎選擇，因為某些制酸劑可能影響脂肪吸收。
- 腎衰竭患者的『血清澱粉酶』和『脂解酶』在無急性胰臟炎的情況下仍可能升高，這是因為腎功能不全會影響這些酶的清除。
- 胰臟偽囊腫的管理需根據其大小及症狀，並非所有情況都需及早引流，過早引流可能導致不必要的併發症。

綜合以上分析，選項C正確，因為腎衰竭患者的酶值可因腎功能不全而異常升高，與急性胰臟炎無關。"
74,"病人因上腹痛及解黑便來急診疑有胃出血且吐出黑紅色的嘔吐物,以下病人狀況何者綜合評估後「不適合(具絕對/相對禁忌)」立即執行上道內視鏡檢查? a) 病人X光懷疑有胃穿孔併有 free air b) 病人血壓心跳稍高每分鐘100/min,血壓正常,神智正常 c) 病人很喘血氧SaO2低,要用高濃度氧氣,怕嘔吐時有吸入性肺炎 d) 病人血壓只有80/50mmHg,心跳>150下為休克狀況",(A) a+b,(B) a+c+d,(C) b+d,(D) a+b+c,B,上消化道胃鏡檢查的绝对禁忌症包含：消化道疑似或已證實穿孔（a）、心肺血流動力學極度不穩定/未經穩定建立復甦的休克狀態（d）。另外，嚴重低血氧呼吸窘迫（c）在未插管保護氣道前強行施作胃鏡，極易引發大量吸入性肺炎窒息，屬於高度相對禁忌。,消化系內視鏡學簡介,余方榮,"📖 chatGPT 學長背景知識

在急診中，對於懷疑有『胃出血』的病人，進行『上道內視鏡檢查』的時機需謹慎評估。以下是對各選項的綜合分析：

1. **胃穿孔**：若病人X光檢查顯示有『free air』，這代表可能存在『胃穿孔』，此情況下內視鏡檢查可能會加重病情，因為可能導致『腹膜炎』或其他併發症，因此這是絕對禁忌。

2. **血壓與心跳**：病人若血壓正常且心跳稍快（100/min），且神智正常，這表示病人可能處於『輕度應激狀態』，不構成立即禁忌。

3. **呼吸困難**：若病人出現『喘息』且血氧飽和度低，需使用高濃度氧氣，這可能增加『吸入性肺炎』的風險，雖然不是絕對禁忌，但仍需謹慎考量。

4. **休克狀況**：若病人血壓低（80/50 mmHg）且心跳超過150下，這表示病人處於『休克』狀態，需優先處理循環不穩定的問題，內視鏡檢查可能延誤救治。

綜合以上分析，選項B（a+c+d）包含了不適合立即執行內視鏡檢查的情況，因為胃穿孔、呼吸困難及休克均需優先處理。"
75,"病人來急診腹痛住院,經腹部電腦斷層發現有小腸的異常出血及懷疑小腸腫瘤,請問下列何者組合為目前進一步探查小腸盲區最適當的診斷與治療工具? a) EMR b) ERCP c) Double balloon enteroscopy d) Capsular endoscopy",(A) a+b,(B) c+d,(C) b+c,(D) b+d,B,針對過去常規胃鏡與大腸鏡無法抵達的「小腸盲區（Deep/Small bowel bleeding）」，現代醫學核心首選診斷與治療黃金組合為：膠囊內視鏡（Capsule endoscopy，高敏感全段定位篩檢）搭配雙氣囊小腸鏡（Double balloon enteroscopy，可深入病灶處進行止血或切片治療）。,消化系內視鏡學簡介,余方榮,"📖 chatGPT 學長背景知識

在小腸的診斷與治療中，尤其是針對『盲區』的探查，選擇合適的工具至關重要。小腸的『盲區』指的是傳統內視鏡無法到達的部位，這裡的異常如腫瘤或出血需要特別的診斷方法。

1. **Capsular endoscopy（膠囊內視鏡）**：這是一種非侵入性的檢查方法，能夠全面檢視小腸，特別適合於發現小腸的病變，如腫瘤或出血點。
2. **Double balloon enteroscopy（雙氣球內視鏡）**：這是一種侵入性檢查，能夠深入小腸進行診斷及治療，適合於需要進一步介入的情況，如切除腫瘤或止血。

綜合考量，選擇「c+d」的組合，即使用雙氣球內視鏡進行深入檢查及膠囊內視鏡進行初步篩查，能夠有效地探查小腸盲區的異常，並提供必要的治療選項。因此，正確答案為 (B) c+d。"
76,"下列有關遺傳/自體免疫肝臟疾病的敘述,何者為錯誤?","(A)Wilson 氏症表現為肝實質銅含量增加和24小時尿銅排泄增加,血清攜銅蛋白降低,可能有Kayser-Fleischer環","(B)自體免疫肝炎“Autoimmune Hepatitis”發生在女性較多,目前治療的準則為使用皮質類固醇與免疫抑制劑","(C)青銅色糖尿病包括肝硬化,糖尿病和皮膚色素沉著的典型三聯徵是 Hemochromatosis 的特徵性表現",(D)a1 抗胰蛋白酶缺乏(Antitrypsin Deficiency)與M/S/Z等位基因 alleles(染色體 Chromosome 13)有關。,D,1-抗胰蛋白酶缺乏症（AATD）其編碼基因 SERPINA1 以及常見的 M/S/Z 變異等位基因，是位於人體第 14 號染色體（Chromosome 14）上，而非第 13 號染色體。,非病毒性肝炎,戴嘉言,"📖 chatGPT 學長背景知識  
遺傳性及自體免疫性肝臟疾病是臨床上常見的肝病類型，了解其特徵及診斷標準對於正確治療至關重要。

在選項中，Wilson 氏症（A）確實表現為『肝實質銅含量增加』和『尿銅排泄增加』，並且可能出現『Kayser-Fleischer環』。自體免疫肝炎（B）主要影響女性，治療上常用『皮質類固醇』及『免疫抑制劑』，這些敘述均正確。青銅色糖尿病（C）是『Hemochromatosis』的典型表現，包含『肝硬化』、糖尿病及『皮膚色素沉著』，同樣無誤。

然而，選項 (D) 提到的『α1 抗胰蛋白酶缺乏』與 M/S/Z 等位基因的關聯是正確的，但此疾病主要影響肺部及肝臟，並不直接與自體免疫肝病相關。因此，選項 (D) 的敘述在此題中是錯誤的，因為它未能正確反映其與自體免疫肝病的關聯性。"
